X,Y,RF
637163.6800000003,7977739.5699999975,0
637788.6800000003,7979677.080000001,1
636413.6800000003,7974552.0699999975,0
635476.1800000003,7971927.070000001,1
636226.1800000003,7978052.07,1
638788.6800000003,7981302.08,0
636601.1800000003,7973239.57,0
639163.6800000003,7971552.059999998,1
637538.68,7973739.5699999975,1
636351.1800000003,7973614.57,0
637976.1800000003,7977739.5699999975,0
634851.1800000003,7971177.06,1
634476.1800000003,7969927.06,1
638163.6800000003,7979177.080000001,0
634726.1800000003,7969052.059999999,0
639163.6800000003,7981489.58,0
639288.6800000003,7971864.559999999,1
636913.6800000003,7972114.570000001,0
637038.68,7977802.0699999975,0
638663.6800000003,7971989.57,0
636101.18,7970489.559999999,0
634976.1800000003,7971614.559999998,0
635288.6800000003,7969739.56,0
639788.6800000003,7981927.08,1
635976.1800000003,7972489.5699999975,1
638038.68,7977677.07,0
638226.1800000003,7979927.08,0
636413.6800000003,7971239.559999999,0
637538.68,7976927.070000001,0
638663.6800000003,7978302.0699999975,1
639226.1800000003,7983052.08,0
638163.6800000003,7979052.08,0
634351.1800000003,7970177.06,1
637226.1800000003,7971427.059999999,1
635601.1800000003,7971614.559999998,0
636038.68,7972489.5699999975,1
639101.18,7983239.58,0
636663.6800000003,7975552.0699999975,0
637476.1800000003,7978864.579999999,0
638413.6800000003,7977052.07,0
639788.6800000003,7980677.08,0
636476.1800000003,7976239.57,0
640038.69,7982052.08,0
637538.68,7981927.08,0
636726.1800000003,7972052.07,0
637663.6800000003,7982114.58,0
635288.6800000003,7970364.559999998,0
637663.6800000003,7974177.07,0
639101.18,7974427.07,0
639101.18,7971927.06,1
634851.1800000003,7971427.059999999,1
636788.6800000003,7976739.57,0
638976.1800000003,7974177.07,0
636976.1800000003,7971864.570000001,1
637538.68,7975364.57,1
635726.1800000003,7976614.570000001,0
637726.1800000003,7980364.58,0
636851.1800000003,7973677.07,0
636601.1800000003,7970614.559999998,0
638976.1800000003,7980677.08,0
635413.6800000003,7971427.059999999,0
637788.6800000003,7977802.0699999975,0
637538.68,7972489.5699999975,0
636226.1800000003,7976989.57,0
636038.68,7976427.07,0
636538.68,7972864.570000001,0
635851.1800000003,7974427.07,0
637288.6800000003,7977739.5699999975,0
636413.6800000003,7976552.0699999975,0
638351.1800000003,7975864.570000001,0
635726.1800000003,7977864.570000001,1
637851.1800000003,7972114.570000001,1
637538.68,7977489.5699999975,0
634913.6800000003,7969427.059999999,0
636226.1800000003,7978677.08,1
636663.6800000003,7973989.57,0
636976.1800000003,7972114.570000001,0
636101.18,7974239.57,0
638851.1800000003,7972927.070000001,0
637351.1800000003,7975864.570000001,1
637413.6800000003,7972114.570000001,0
638101.18,7973114.570000001,0
639038.68,7979427.079999999,0
635601.1800000003,7969614.559999998,0
638288.6800000003,7976739.57,0
638913.6800000003,7974302.0699999975,0
635288.6800000003,7972052.07,1
634601.1800000003,7971239.559999999,0
638163.6800000003,7974239.57,1
637476.1800000003,7976677.070000001,0
638226.1800000003,7972989.57,0
634288.6800000003,7972177.07,0
638288.6800000003,7979177.080000001,0
637476.1800000003,7974302.0699999975,0
638476.1800000003,7974677.070000001,0
638601.1800000003,7981052.08,0
636163.6800000003,7972677.070000001,0
635976.1800000003,7976989.57,0
636538.68,7973427.07,0
635976.1800000003,7977302.0699999975,0
635351.1800000003,7971989.57,1
635976.1800000003,7974427.07,1
638226.1800000003,7977864.570000001,1
638476.1800000003,7974802.07,0
637476.1800000003,7973677.07,1
638538.68,7971739.56,0
637163.6800000003,7971489.559999999,1
636663.6800000003,7971677.06,0
636226.1800000003,7978802.079999999,0
638851.1800000003,7973364.57,1
638288.6800000003,7976052.07,0
638351.1800000003,7971552.059999998,0
638476.1800000003,7982427.079999999,1
639226.1800000003,7980177.080000001,0
637101.18,7972114.570000001,0
636788.6800000003,7975927.070000001,0
638976.1800000003,7971552.059999998,1
638288.6800000003,7973427.07,1
636538.68,7972302.0699999975,0
638913.6800000003,7974239.57,0
636351.1800000003,7976989.57,0
639163.6800000003,7973677.07,0
638601.1800000003,7981114.58,0
638163.6800000003,7978364.58,0
635788.6800000003,7973614.57,0
639538.68,7982677.08,0
638226.1800000003,7980114.58,0
636226.1800000003,7976427.07,0
636663.6800000003,7978677.08,0
637788.6800000003,7972239.57,0
635976.1800000003,7979114.58,0
636601.1800000003,7972177.07,0
637413.6800000003,7975239.57,0
636288.6800000003,7974114.570000001,0
635788.6800000003,7976427.07,0
635288.6800000003,7969802.059999999,0
638163.6800000003,7971802.059999999,1
638226.1800000003,7980052.08,0
637538.68,7982177.080000001,0
636976.1800000003,7977802.0699999975,1
637851.1800000003,7972989.57,1
638226.1800000003,7978802.079999999,1
637226.1800000003,7975364.57,0
635413.6800000003,7969739.56,0
638601.1800000003,7982489.58,0
636163.6800000003,7977052.07,0
635038.68,7971927.070000001,0
637163.6800000003,7974427.07,0
638538.68,7975677.07,0
637601.1800000003,7977739.5699999975,0
638413.6800000003,7977927.070000001,0
637476.1800000003,7974177.07,0
638663.6800000003,7976489.5699999975,0
636663.6800000003,7976489.5699999975,0
636476.1800000003,7979989.580000001,0
634788.6800000003,7970364.559999998,0
635163.6800000003,7970114.559999999,1
637288.6800000003,7977614.57,0
637163.6800000003,7971677.06,1
638601.1800000003,7979552.08,0
638601.1800000003,7978427.079999999,0
636226.1800000003,7974677.070000001,0
639726.1800000003,7982364.58,0
637788.6800000003,7981114.58,0
635976.1800000003,7979177.080000001,0
637601.1800000003,7976364.57,1
638601.1800000003,7971739.56,0
636476.1800000003,7977614.57,0
639038.68,7978427.079999999,0
635976.1800000003,7977739.5699999975,1
638913.6800000003,7979302.08,0
637413.6800000003,7972239.57,0
634913.6800000003,7970677.059999999,0
638851.1800000003,7981177.080000001,0
636663.6800000003,7972989.57,0
637351.1800000003,7979989.580000001,0
638788.6800000003,7975052.07,1
636163.6800000003,7976802.07,0
638476.1800000003,7977239.57,0
637351.1800000003,7971989.57,0
637913.6800000003,7978614.579999999,1
638976.1800000003,7979864.58,0
637101.18,7972489.5699999975,0
637101.18,7973239.57,0
637351.1800000003,7974989.57,0
638288.6800000003,7974552.0699999975,0
638663.6800000003,7974677.070000001,1
634476.1800000003,7971364.559999998,0
639476.1800000003,7979802.080000001,0
636288.6800000003,7972927.070000001,0
637913.6800000003,7972489.5699999975,0
637976.1800000003,7974489.5699999975,0
636226.1800000003,7970364.559999998,0
638788.6800000003,7981364.58,1
637726.1800000003,7975614.57,1
637413.6800000003,7982302.08,0
638351.1800000003,7971802.059999999,0
636101.18,7978239.58,1
638726.1800000003,7976802.07,1
637351.1800000003,7973114.570000001,0
638976.1800000003,7978114.570000001,0
636476.1800000003,7978239.58,0
636976.1800000003,7972677.070000001,0
640038.69,7983177.080000001,0
636788.6800000003,7974677.070000001,0
635413.6800000003,7971677.07,0
638788.6800000003,7982364.58,0
636163.6800000003,7979177.080000001,0
637788.6800000003,7972802.07,1
635851.1800000003,7977114.570000001,1
636913.6800000003,7974239.57,1
637351.1800000003,7971677.06,1
639788.6800000003,7980177.080000001,0
638538.68,7979052.08,1
638976.1800000003,7972927.070000001,1
635663.6800000003,7973739.5699999975,0
636976.1800000003,7975052.07,0
638538.68,7974864.570000001,1
638726.1800000003,7974864.570000001,1
635351.1800000003,7971177.06,0
638351.1800000003,7978989.580000001,1
638288.6800000003,7978364.58,0
639476.1800000003,7980677.08,1
635226.1800000003,7969427.059999999,0
639163.6800000003,7979177.080000001,0
638163.6800000003,7977177.07,1
638413.6800000003,7978114.570000001,0
638288.6800000003,7979364.58,0
637788.6800000003,7973427.07,1
635351.1800000003,7971927.070000001,1
636788.6800000003,7971739.56,1
638476.1800000003,7983114.58,0
638038.68,7979552.08,1
637101.18,7979489.58,0
636351.1800000003,7979552.08,0
636476.1800000003,7972239.57,0
637413.6800000003,7976989.57,0
635913.6800000003,7976614.570000001,0
636038.68,7973552.0699999975,0
635788.6800000003,7976552.0699999975,0
634663.6800000003,7969114.559999999,0
638476.1800000003,7972177.07,0
635788.6800000003,7976114.570000001,0
636663.6800000003,7974802.07,0
636913.6800000003,7973677.07,0
638288.6800000003,7973177.07,1
635851.1800000003,7973802.0699999975,1
636413.6800000003,7973552.0699999975,0
636851.1800000003,7979864.58,0
635038.68,7970989.56,1
637663.6800000003,7971927.070000001,1
639288.6800000003,7972614.570000001,0
637101.18,7973864.570000001,0
638226.1800000003,7974989.57,0
634851.1800000003,7970989.56,1
635226.1800000003,7971552.059999998,1
638601.1800000003,7975802.0699999975,1
634226.1699999998,7970739.559999999,1
637351.1800000003,7982802.079999999,0
638288.6800000003,7982614.579999999,0
639163.6800000003,7971489.559999999,1
638788.6800000003,7977802.0699999975,1
639913.69,7981864.58,1
635976.1800000003,7978677.08,0
639413.6800000003,7982927.079999999,0
635601.1800000003,7974364.57,0
638163.6800000003,7973552.0699999975,1
639351.1800000003,7981114.58,1
638788.6800000003,7975614.57,0
637413.6800000003,7977802.0699999975,0
636413.6800000003,7971614.559999998,0
634601.1800000003,7969677.06,1
637663.6800000003,7973989.57,0
637538.68,7976427.07,1
637476.1800000003,7973177.07,1
634538.68,7970114.559999999,1
638226.1800000003,7982427.079999999,0
636476.1800000003,7977489.5699999975,0
638288.6800000003,7975052.07,0
638351.1800000003,7976114.570000001,0
638976.1800000003,7981364.58,0
638851.1800000003,7972364.57,0
637101.18,7979677.080000001,0
638226.1800000003,7980177.080000001,0
637913.6800000003,7980177.080000001,0
636976.1800000003,7976364.57,0
636476.1800000003,7976427.07,0
636038.68,7972302.0699999975,1
636601.1800000003,7978677.08,0
638163.6800000003,7972177.07,1
634663.6800000003,7970864.559999998,1
638601.1800000003,7973552.0699999975,0
638163.6800000003,7976177.07,1
636288.6800000003,7971489.559999999,0
635163.6800000003,7969739.56,1
637476.1800000003,7979927.08,0
638038.68,7974364.57,1
639288.6800000003,7980427.079999999,1
636288.6800000003,7978739.58,1
637226.1800000003,7976864.570000001,0
637538.68,7982239.58,0
638163.6800000003,7981364.58,0
638101.18,7974614.570000001,0
638038.68,7975552.0699999975,0
638601.1800000003,7979864.58,1
637976.1800000003,7982427.079999999,1
637851.1800000003,7978427.079999999,0
635476.1800000003,7971239.559999999,0
638163.6800000003,7971989.57,1
635038.68,7969677.06,1
637413.6800000003,7979989.580000001,0
634601.1800000003,7970489.559999999,0
637413.6800000003,7974364.57,0
637413.6800000003,7973114.570000001,0
635538.68,7973927.070000001,1
638038.68,7975239.57,0
638788.6800000003,7974114.570000001,0
638851.1800000003,7974927.070000001,0
638226.1800000003,7973239.57,1
636038.68,7972052.07,1
634976.1800000003,7972177.07,1
635163.6800000003,7969927.06,1
637788.6800000003,7973239.57,1
638976.1800000003,7982927.079999999,0
639726.1800000003,7982489.58,0
639601.1800000003,7982052.08,0
635726.1800000003,7978614.579999999,0
639226.1800000003,7973302.0699999975,0
636601.1800000003,7969864.559999999,0
637601.1800000003,7972739.57,0
639038.68,7981302.08,0
639226.1800000003,7982302.08,0
637288.6800000003,7976864.570000001,0
638351.1800000003,7976427.07,0
635288.6800000003,7969677.06,0
637413.6800000003,7982614.579999999,0
637226.1800000003,7973052.07,1
637038.68,7974677.070000001,0
636601.1800000003,7978927.079999999,0
639538.68,7983239.58,1
639163.6800000003,7972989.57,0
635663.6800000003,7974364.57,0
636226.1800000003,7977052.07,0
638038.68,7976114.570000001,1
635226.1800000003,7971614.559999998,1
637101.18,7979427.079999999,0
638413.6800000003,7972052.07,0
639601.1800000003,7980239.58,0
637851.1800000003,7971802.059999999,0
638538.68,7979114.58,0
637413.6800000003,7974114.570000001,0
636538.68,7976739.57,0
636476.1800000003,7973052.07,0
637851.1800000003,7971739.56,1
640038.69,7980052.08,0
637913.6800000003,7982989.580000001,0
635288.6800000003,7972177.07,1
638351.1800000003,7980552.08,0
639288.6800000003,7974052.07,0
638663.6800000003,7974302.0699999975,0
636538.68,7979739.580000001,0
640038.69,7981614.579999999,1
638038.68,7983177.080000001,0
635976.1800000003,7978427.079999999,1
639226.1800000003,7982989.580000001,0
639976.19,7983114.58,0
636976.1800000003,7973114.570000001,0
638413.6800000003,7974052.07,1
635726.1800000003,7972177.07,1
637726.1800000003,7972739.57,1
637038.68,7974052.07,1
639351.1800000003,7980614.579999999,1
637163.6800000003,7977489.5699999975,0
638226.1800000003,7976989.57,0
637351.1800000003,7973364.57,0
635851.1800000003,7973677.07,0
637351.1800000003,7981677.080000001,0
635663.6800000003,7969177.06,0
639351.1800000003,7982302.08,0
638913.6800000003,7974052.07,0
637101.18,7978739.58,0
637288.6800000003,7977802.0699999975,0
638038.68,7974927.070000001,1
639101.18,7973239.57,0
636101.18,7971677.06,0
635726.1800000003,7970739.559999999,0
638538.68,7979802.080000001,0
639288.6800000003,7981989.580000001,0
637913.6800000003,7972552.0699999975,0
637663.6800000003,7972052.07,1
638476.1800000003,7973239.57,1
637788.6800000003,7977052.07,0
638476.1800000003,7982927.079999999,0
636038.68,7972364.57,1
637726.1800000003,7982052.08,1
638601.1800000003,7980802.079999999,1
638976.1800000003,7972177.07,0
638851.1800000003,7975552.0699999975,0
638601.1800000003,7975552.0699999975,0
638351.1800000003,7981052.08,1
635038.68,7970364.559999998,0
636163.6800000003,7974427.07,0
637226.1800000003,7974614.570000001,0
638976.1800000003,7979114.58,1
637038.68,7977239.57,0
638413.6800000003,7977989.57,1
639476.1800000003,7981239.58,1
638663.6800000003,7972989.57,0
637788.6800000003,7973052.07,1
636663.6800000003,7973489.5699999975,0
637101.18,7972614.570000001,0
637288.6800000003,7977114.570000001,0
637288.6800000003,7971739.56,1
639413.6800000003,7982677.08,0
638663.6800000003,7980989.580000001,0
634663.6800000003,7969864.559999999,0
637038.68,7973989.57,1
637976.1800000003,7972114.570000001,1
637913.6800000003,7982677.08,1
638226.1800000003,7979239.58,0
636226.1800000003,7977864.570000001,0
636163.6800000003,7980052.08,0
636351.1800000003,7976614.570000001,0
638476.1800000003,7978177.07,0
637163.6800000003,7974802.07,0
635601.1800000003,7971489.559999999,0
637976.1800000003,7978052.07,1
639226.1800000003,7980427.079999999,0
635726.1800000003,7979427.079999999,1
638601.1800000003,7981177.080000001,1
637288.6800000003,7976364.57,0
635538.68,7969364.559999998,1
635788.6800000003,7972052.07,1
637851.1800000003,7982864.579999999,1
637913.6800000003,7976739.57,0
639101.18,7977739.5699999975,1
635726.1800000003,7973927.070000001,0
636601.1800000003,7979489.58,0
637038.68,7978177.07,0
638351.1800000003,7981927.08,0
637913.6800000003,7971552.059999998,0
635976.1800000003,7973802.0699999975,0
638226.1800000003,7976552.0699999975,0
637538.68,7981864.58,0
637226.1800000003,7973614.57,0
637601.1800000003,7980114.58,0
636601.1800000003,7974052.07,0
638726.1800000003,7972239.57,0
639101.18,7982364.58,0
639163.6800000003,7975052.07,0
636788.6800000003,7979552.08,0
636288.6800000003,7976614.570000001,0
636788.6800000003,7979302.08,0
638288.6800000003,7981989.580000001,0
634913.6800000003,7971927.070000001,0
637601.1800000003,7971552.059999998,1
639288.6800000003,7981364.58,0
639038.68,7982927.079999999,0
637851.1800000003,7975989.57,0
635976.1800000003,7979677.080000001,0
638226.1800000003,7978927.079999999,1
638538.68,7974052.07,0
636851.1800000003,7974114.570000001,0
636288.6800000003,7974489.5699999975,0
638663.6800000003,7973989.57,0
634913.6800000003,7969364.559999998,0
637413.6800000003,7981552.08,0
637976.1800000003,7982802.079999999,0
636663.6800000003,7979489.58,0
634913.6800000003,7971739.5699999975,0
635976.1800000003,7976677.070000001,0
635101.18,7972052.07,0
639288.6800000003,7982802.079999999,0
634476.1800000003,7969989.56,1
639038.68,7980364.58,0
637538.68,7980052.08,0
636163.6800000003,7977364.57,0
636101.18,7979802.080000001,0
638663.6800000003,7978364.58,1
634476.1800000003,7970802.059999998,0
637913.6800000003,7978427.079999999,1
639788.6800000003,7981427.079999999,1
638663.6800000003,7973739.5699999975,0
639101.18,7973177.07,0
639663.6800000003,7981489.58,1
639601.1800000003,7979864.58,0
636538.68,7972239.57,0
637913.6800000003,7977864.570000001,0
636913.6800000003,7974052.07,0
637788.6800000003,7971427.059999999,1
635663.6800000003,7974302.0699999975,0
638663.6800000003,7980552.08,1
636038.68,7969802.059999999,1
635663.6800000003,7973802.0699999975,0
638226.1800000003,7977114.570000001,0
634351.1800000003,7971864.570000001,0
636913.6800000003,7973239.57,0
638351.1800000003,7975552.0699999975,1
639538.68,7979864.58,0
638601.1800000003,7980614.579999999,0
636288.6800000003,7970989.56,1
636663.6800000003,7972177.07,0
638851.1800000003,7973177.07,0
637413.6800000003,7982177.080000001,0
636788.6800000003,7973364.57,0
638601.1800000003,7973489.5699999975,0
636163.6800000003,7971177.06,0
638351.1800000003,7979427.079999999,0
638413.6800000003,7976427.07,1
638413.6800000003,7979614.579999999,0
638913.6800000003,7973927.070000001,0
634788.6800000003,7971239.559999999,1
638351.1800000003,7982364.58,0
637601.1800000003,7977177.07,0
638788.6800000003,7974364.57,0
638038.68,7982989.580000001,0
638163.6800000003,7982677.08,0
